RA,Nome,Fase,Turma,Ano_Dados,Ano_nasc,Idade,Genero,Ano_ingresso,Instituicao_de_ensino,Pedra,INDE,Cg,Cf,Ct,N_Av,Avaliador1,Rec_Av1,Avaliador2,Rec_Av2,Avaliador3,Rec_Av3,Avaliador4,Rec_Av4,IAA,IEG,IPS,IPP,Rec_Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV
RA-300,Aluno-300,3,M,2022,2008,14,Masculino,2022,Escola Pública,Quartzo,5.557,781.0,116.0,14.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,5.4,6.9,6.3,,Sem limitações,3.1,2.7,4.8,1.7,Sim,Não,5.875,5.0,4.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-301,Aluno-301,3,M,2022,2009,13,Feminino,2019,Escola Pública,Ágata,6.802,554.0,72.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.8,5.8,5.6,,Sem limitações,6.3,6.5,7.2,5.4,Sim,Não,6.042,10.0,3.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-302,Aluno-302,3,M,2022,2006,16,Masculino,2022,Escola Pública,Ágata,6.334,673.0,90.0,10.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,9.2,7.7,6.9,,Sem limitações,4.8,4.3,5.0,5.0,Não,Não,6.208,2.5,6.0,-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-303,Aluno-303,3,M,2022,2008,14,Masculino,2019,Escola Pública,Ágata,6.03,723.0,102.0,13.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,7.5,7.2,7.5,,Não atendido,3.9,3.8,4.0,,Não,Não,5.375,5.0,4.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-304,Aluno-304,3,M,2022,2007,15,Masculino,2020,Escola Pública,Ágata,6.355,667.0,89.0,9.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,8.8,7.7,7.5,,Não atendido,4.3,3.0,5.5,,Sim,Não,5.542,5.0,5.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-305,Aluno-305,3,M,2022,2008,14,Masculino,2019,Escola Pública,Ágata,6.058,717.0,100.0,12.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,7.9,6.6,7.5,,Não atendido,4.8,2.8,6.7,,Não,Não,5.208,5.0,4.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-306,Aluno-306,3,M,2022,2008,14,Feminino,2021,Escola Pública,Ágata,6.427,656.0,85.0,6.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,6.8,7.5,,Não atendido,5.2,4.7,5.8,5.0,Não,Não,5.958,5.0,4.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-307,Aluno-307,3,M,2022,2008,14,Masculino,2022,Escola Pública,Quartzo,4.733,838.0,136.0,15.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,5.4,4.5,7.5,,Não atendido,2.5,5.0,0.0,,Não,Não,4.708,5.0,4.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-308,Aluno-308,3,M,2022,2009,13,Masculino,2019,Escola Pública,Ágata,6.93,514.0,66.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,7.9,7.4,6.9,,Sem limitações,5.0,6.7,5.5,2.8,Sim,Não,6.167,10.0,3.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-309,Aluno-309,3,M,2022,2008,14,Feminino,2022,Escola Pública,Ágata,6.151,702.0,96.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,9.2,5.2,7.5,,Não atendido,6.5,7.0,6.0,,Não,Não,5.083,5.0,4.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-31,Aluno-31,6,A,2022,2005,17,Feminino,2019,Rede Decisão,Topázio,8.843,9.0,2.0,2.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.5,9.4,,Sem limitações,8.0,9.0,5.7,9.3,Não,Sim,10.0,5.0,7.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-310,Aluno-310,3,M,2022,2007,15,Feminino,2022,Escola Pública,Ágata,6.4,662.0,87.0,8.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,7.9,7.5,7.5,,Não atendido,4.5,3.7,3.8,6.0,Sim,Não,6.0,5.0,5.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-311,Aluno-311,3,N,2022,2006,16,Feminino,2022,Escola Pública,Quartzo,5.652,771.0,114.0,13.0,3.0,Avaliador-6,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Promovido de Fase,7.9,5.6,5.0,,Requer avaliação,5.2,5.0,6.2,4.3,Não,Não,6.222,2.5,6.0,-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-312,Aluno-312,3,N,2022,2009,13,Feminino,2022,Escola Pública,Ametista,7.339,378.0,43.0,5.0,3.0,Avaliador-6,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,,Promovido de Fase,9.6,8.1,7.5,,Não atendido,5.2,6.0,4.5,5.0,Não,Não,6.167,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-313,Aluno-313,3,N,2022,2008,14,Feminino,2022,Escola Pública,Quartzo,5.8,750.0,108.0,11.0,3.0,Avaliador-6,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Promovido de Fase,7.5,7.0,5.0,,Requer avaliação,4.1,4.7,5.0,2.5,Não,Não,5.889,5.0,4.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-314,Aluno-314,3,N,2022,2009,13,Feminino,2022,Escola Pública,Ágata,6.1,708.0,98.0,10.0,3.0,Avaliador-6,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Promovido de Fase,5.4,5.4,5.0,,Requer avaliação,5.3,4.3,3.3,8.3,Não,Não,6.0,10.0,3.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-315,Aluno-315,3,N,2022,2009,13,Feminino,2022,Escola Pública,Quartzo,5.672,764.0,111.0,12.0,3.0,Avaliador-6,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Alocado em Fase anterior,6.7,5.1,7.5,,Não atendido,3.0,3.0,4.2,1.8,Não,Não,5.056,10.0,3.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-316,Aluno-316,3,N,2022,2008,14,Feminino,2022,Escola Pública,Ametista,7.889,174.0,28.0,2.0,3.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-30,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase,,Promovido de Fase,10.0,10.0,6.9,,Não atendido,6.1,7.0,6.5,4.7,Sim,Sim,8.389,5.0,4.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-317,Aluno-317,3,N,2022,2009,13,Masculino,2021,Escola Pública,Ametista,7.04,474.0,59.0,6.0,3.0,Avaliador-6,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Promovido de Fase,8.8,5.6,7.5,,Não atendido,6.8,4.7,5.7,10.0,Não,Não,5.944,10.0,3.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-318,Aluno-318,3,N,2022,2008,14,Feminino,2019,Escola Pública,Ágata,6.527,640.0,83.0,9.0,3.0,Avaliador-6,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Promovido de Fase,8.3,6.9,6.9,,Sem limitações,5.8,4.3,5.8,7.3,Não,Não,6.111,5.0,4.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-319,Aluno-319,3,N,2022,2009,13,Masculino,2022,Escola Pública,Ametista,7.448,336.0,37.0,4.0,3.0,Avaliador-6,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Promovido de Fase,9.2,7.7,7.5,,Não atendido,5.2,6.3,4.3,5.0,Não,Não,7.5,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-32,Aluno-32,6,A,2022,2006,16,Feminino,2018,Rede Decisão,Ametista,7.37,370.0,11.0,11.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.8,5.2,8.8,,Sem limitações,6.1,5.7,3.6,8.9,Não,Não,7.944,10.0,6.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-320,Aluno-320,3,N,2022,2008,14,Feminino,2022,Escola Pública,Ametista,7.897,170.0,27.0,1.0,3.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-30,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase,,Promovido de Fase,8.8,10.0,6.9,,Sem limitações,6.4,7.3,6.3,5.7,Sim,Sim,8.667,5.0,4.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-321,Aluno-321,3,N,2022,2010,12,Feminino,2022,Escola Pública,Ametista,7.792,202.0,30.0,3.0,3.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Promovido de Fase,9.2,9.1,5.6,,Sem limitações,5.2,5.7,6.2,3.7,Sim,Não,8.278,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-322,Aluno-322,3,N,2022,2009,13,Feminino,2022,Escola Pública,Ágata,6.859,536.0,70.0,8.0,3.0,Avaliador-6,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,,Promovido de Fase,7.1,8.1,5.0,,Requer avaliação,4.7,4.3,5.7,4.0,Não,Não,6.778,10.0,3.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-323,Aluno-323,3,N,2022,2009,13,Masculino,2022,Escola Pública,Ágata,6.86,535.0,69.0,7.0,3.0,Avaliador-6,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,,Promovido de Fase,9.2,7.3,7.5,,Sem limitações,3.4,7.3,2.5,0.5,Não,Não,6.611,10.0,3.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-324,Aluno-324,2,A,2022,2012,10,Feminino,2022,Escola Pública,Topázio,8.27,66.0,6.0,1.0,3.0,Avaliador-5,Mantido na Fase + Bolsa,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,9.3,6.9,,Sem limitações,6.8,6.3,7.2,,Sim,Sim,8.611,10.0,2.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-325,Aluno-325,2,A,2022,2012,10,Masculino,2022,Escola Pública,Ametista,7.619,265.0,42.0,6.0,3.0,Avaliador-5,Mantido na Fase + Bolsa,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,6.8,7.5,,Sem limitações,6.0,6.0,6.0,,Sim,Sim,8.444,10.0,2.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-326,Aluno-326,2,A,2022,2010,12,Feminino,2022,Escola Pública,Topázio,8.22,80.0,9.0,2.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,10.0,9.7,5.0,,Requer avaliação,9.0,8.7,9.3,,Sim,Sim,8.944,5.0,3.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-327,Aluno-327,2,A,2022,2011,11,Masculino,2021,Escola Pública,Ágata,6.986,491.0,72.0,7.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,,Sem limitações,2.8,2.3,3.2,,Não,Não,7.333,10.0,2.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-328,Aluno-328,2,A,2022,2010,12,Masculino,2020,Escola Pública,Ágata,6.823,548.0,86.0,8.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,10.0,7.0,7.5,,Sem limitações,5.3,4.0,6.5,,Não,Não,7.5,5.0,3.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-329,Aluno-329,2,A,2022,2011,11,Masculino,2019,Escola Pública,Ágata,6.313,683.0,126.0,12.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,7.4,6.9,4.4,,Requer avaliação,5.0,3.0,7.0,,Não,Não,5.778,10.0,2.0,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-33,Aluno-33,6,A,2022,2005,17,Feminino,2020,Escola Pública,Quartzo,4.952,824.0,17.0,17.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,0.0,4.6,7.5,,Sem limitações,4.8,9.0,1.6,3.7,Não,Não,6.0,5.0,7.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-330,Aluno-330,2,A,2022,2008,14,Feminino,2018,Escola Pública,Ágata,6.446,651.0,116.0,11.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,8.8,7.5,,Sem limitações,2.5,2.3,2.7,,Não,Não,7.056,5.0,4.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-331,Aluno-331,2,A,2022,2010,12,Feminino,2019,Escola Pública,Ágata,6.636,613.0,105.0,10.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,8.7,7.5,,Sem limitações,3.7,2.3,5.0,,Não,Não,6.944,5.0,3.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-332,Aluno-332,2,A,2022,2009,13,Masculino,2017,Rede Decisão,Ametista,7.883,176.0,27.0,5.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.5,9.0,8.1,,Sem limitações,7.5,7.5,7.5,,Não,Sim,8.5,5.0,3.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-333,Aluno-333,2,A,2022,2008,14,Masculino,2018,Escola JP II,Quartzo,5.249,807.0,153.0,13.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,5.8,3.8,,Não indicado,2.9,0.2,5.7,,Não,Não,6.722,5.0,4.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-334,Aluno-334,2,A,2022,2011,11,Feminino,2019,Rede Decisão,Ametista,7.961,151.0,20.0,3.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,6.9,9.2,4.4,,Não indicado,8.0,7.0,9.0,,Não,Sim,8.722,10.0,2.0,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-335,Aluno-335,2,A,2022,2012,10,Masculino,2022,Escola Pública,Ametista,7.902,168.0,25.0,4.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,9.4,7.5,,Sem limitações,7.4,5.8,9.0,,Não,Não,6.833,10.0,2.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-336,Aluno-336,2,A,2022,2009,13,Masculino,2016,Escola Pública,Ágata,6.787,560.0,87.0,9.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,8.5,4.4,,Requer avaliação,5.1,4.5,5.7,,Não,Não,7.889,5.0,3.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-337,Aluno-337,2,B,2022,2011,11,Masculino,2022,Escola Pública,Ametista,7.914,163.0,22.0,3.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,9.3,7.5,,Não atendido,5.8,7.5,4.0,,Não,Não,7.611,10.0,2.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-338,Aluno-338,2,B,2022,2010,12,Masculino,2019,Escola Pública,Ágata,6.837,544.0,84.0,10.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,7.3,7.5,,Não atendido,5.8,5.3,6.2,,Não,Não,7.611,5.0,3.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-339,Aluno-339,2,B,2022,2011,11,Feminino,2019,Escola Pública,Topázio,8.488,36.0,3.0,1.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,6.9,9.9,7.5,,Não atendido,8.1,7.1,9.2,,Sim,Sim,8.889,10.0,2.0,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-34,Aluno-34,6,A,2022,2005,17,Masculino,2016,Rede Decisão,Ágata,6.259,692.0,13.0,13.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.6,4.8,8.1,,Sem limitações,3.8,4.7,4.0,2.8,Não,Não,7.278,5.0,7.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-340,Aluno-340,2,B,2022,2011,11,Masculino,2017,Escola Pública,Ametista,7.721,229.0,36.0,5.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,8.2,7.5,,Não atendido,6.5,6.0,7.0,,Não,Não,7.667,10.0,2.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-341,Aluno-341,2,B,2022,2010,12,Masculino,2022,Escola Pública,Ágata,6.854,537.0,83.0,9.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,7.7,7.5,,Não atendido,5.8,5.0,6.5,,Não,Não,7.5,5.0,3.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-342,Aluno-342,2,B,2022,2008,14,Feminino,2021,Escola Pública,Ágata,6.941,511.0,77.0,7.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,6.7,7.5,,Não atendido,6.6,5.5,7.7,,Não,Não,7.5,5.0,4.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-343,Aluno-343,2,B,2022,2008,14,Masculino,2020,Escola Pública,Ágata,6.9,525.0,80.0,8.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.5,7.4,7.5,,Não atendido,5.9,4.2,7.7,,Não,Não,7.167,5.0,4.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-344,Aluno-344,2,B,2022,2011,11,Masculino,2019,Escola Pública,Ametista,7.263,409.0,60.0,6.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.3,7.5,,Não atendido,4.5,2.3,6.7,,Não,Não,7.5,10.0,2.0,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
